city,cloudiness,country,date,humidity,lat,lng,max_temp,wind_speed
Cururupu,26,BR,1574706714,45,-1.82,-44.87,92.05,8.28
Amroha,83,IN,1574706714,36,28.91,78.47,68.9,4.7
Port Moresby,40,PG,1574706714,100,-9.47,147.16,71.6,3.36
Sorland,20,NO,1574706714,86,67.67,12.69,41.0,6.93
Xalpatlahuac,0,MX,1574706714,47,17.47,-98.62,76.1,3.24
Whitehorse,75,CA,1574706715,85,60.72,-135.06,12.99,4.7
Mount Isa,0,AU,1574706715,30,-20.73,139.49,69.8,5.82
Elko,40,US,1574706715,47,40.83,-115.76,33.8,8.05
Namtsy,90,RU,1574706715,65,62.72,129.66,-38.2,4.99
Bongouanou,100,CI,1574706715,95,6.65,-4.2,77.05,3.36
Siirt,0,TR,1574706715,40,37.93,41.94,44.31,1.32
Tura,100,RU,1574706715,89,64.27,100.22,-11.04,8.25
Susehri,32,TR,1574706715,49,40.16,38.09,32.54,5.12
Sistranda,75,NO,1574706715,86,63.73,8.83,39.99,10.29
Yining,63,CN,1574706715,90,29.04,114.56,39.92,1.63
Tamboril,40,BR,1574706716,29,-4.83,-40.32,98.49,4.7
Piranshahr,44,IR,1574706716,57,36.7,45.14,28.71,1.45
Tafresh,26,IR,1574706716,74,34.69,50.01,33.55,1.14
Kosonsoy,0,UZ,1574706716,80,41.25,71.55,30.2,6.93
Okulovka,16,RU,1574706716,68,58.37,33.3,24.1,4.25
Kaz,100,RU,1574706716,86,53.11,87.55,12.7,3.02
Vila Velha,40,BR,1574706716,62,-3.71,-38.6,86.0,12.75
Soyo,20,AO,1574706716,83,-6.13,12.37,80.6,9.17
Batemans Bay,0,AU,1574706716,58,-35.71,150.18,69.01,13.0
Kristiansund,100,NO,1574706717,86,63.12,7.73,39.2,3.36
Pacific Grove,1,US,1574706710,62,36.62,-121.92,60.01,4.7
Wabana,90,CA,1574706717,93,47.63,-52.95,39.99,19.46
Schwerin,90,DE,1574706717,93,53.63,11.41,42.01,5.82
Aborlan,20,PH,1574706717,83,9.44,118.55,80.6,4.7
Kamina,93,CD,1574706717,91,-8.74,25.0,67.12,0.74
Nichinan,93,JP,1574706717,83,31.65,131.31,65.19,21.05
Kidal,0,ML,1574706717,13,18.44,1.41,83.34,12.01
Xai-Xai,34,MZ,1574706717,95,-25.04,33.64,75.13,4.32
Sioux Lookout,90,CA,1574706507,79,50.1,-91.92,26.6,8.05
Ola,100,RU,1574706717,94,59.58,151.3,-7.4,14.23
Broken Hill,40,AU,1574706718,58,-31.97,141.45,59.0,29.97
Bundaberg,0,AU,1574706718,77,-24.87,152.35,73.0,2.24
Kushima,93,JP,1574706718,83,31.5,131.29,65.19,21.05
Cherskiy,98,RU,1574706572,95,68.75,161.3,-11.38,5.35
Clonakilty,75,IE,1574706718,100,51.62,-8.87,48.99,9.17
Kavaratti,100,IN,1574706718,73,10.57,72.64,83.41,7.29
Hasaki,75,JP,1574706718,87,35.73,140.83,48.2,17.22
Vanavara,25,RU,1574706718,95,60.35,102.28,-14.4,7.07
San Carlos de Bariloche,20,AR,1574706718,70,-41.13,-71.31,50.0,28.86
Loralai,0,PK,1574706719,45,30.37,68.6,47.07,2.26
Los Llanos de Aridane,75,ES,1574706719,64,28.66,-17.92,69.8,8.05
Dzhebariki-Khaya,22,RU,1574706719,96,62.22,135.8,-41.22,1.72
Piopio,75,CL,1574706719,81,-42.79,-73.57,53.6,10.29
Honningsvag,75,NO,1574706719,80,70.98,25.97,33.8,5.82
Fort Nelson,75,CA,1574706719,67,58.81,-122.69,21.2,3.36
Tres Arroyos,100,AR,1574706719,92,-38.38,-60.28,59.16,12.19
Rawson,0,AR,1574706719,44,-43.3,-65.11,64.0,10.78
Sola,91,TZ,1574706719,94,-3.17,33.8,62.94,2.3
Springfield,20,US,1574706719,50,42.1,-72.59,53.6,12.75
Chiredzi,0,ZW,1574706599,47,-21.05,31.67,84.43,7.31
Sungaipenuh,39,ID,1574706719,96,-2.08,101.38,61.95,2.28
Tonantins,58,BR,1574706720,90,-2.86,-67.77,81.99,3.78
Polunochnoye,0,RU,1574706720,84,60.87,60.43,7.81,3.76
Naze,75,NG,1574706720,83,5.43,7.07,82.4,4.7
Neiafu,40,TO,1574706598,94,-18.65,-173.98,68.0,12.66
Manbij,75,SY,1574706720,39,36.53,37.96,44.6,1.12
Belle Glade,1,US,1574706720,56,26.68,-80.67,75.99,8.05
Aleksandrovskiy Zavod,63,RU,1574706720,89,50.92,117.94,1.02,6.04
Zhangjiakou,47,CN,1574706720,20,40.77,114.88,14.58,1.36
Maragogi,20,BR,1574706720,79,-9.01,-35.22,79.84,14.63
Kankakee,1,US,1574706681,66,41.12,-87.86,53.01,9.17
Thunder Bay,90,CA,1574706550,93,48.41,-89.26,39.0,17.22
Puerto Suarez,75,BO,1574706721,44,-18.96,-57.8,98.6,16.11
Liepaja,30,LV,1574706721,92,56.52,21.02,28.4,6.93
Hun,89,BE,1574706721,81,50.34,4.87,48.99,8.05
Langham,90,CA,1574706721,86,52.36,-106.96,28.0,11.41
Saint-Joseph,51,FR,1574706721,93,43.56,6.97,61.0,3.36
Illapel,0,CL,1574706722,38,-31.63,-71.17,65.52,12.46
Yuxia,75,CN,1574706722,59,34.06,108.63,39.99,6.71
Mackay,20,CA,1574706722,74,53.65,-115.58,30.2,5.82
Yumen,91,CN,1574706723,38,40.29,97.04,17.91,0.69
Pangody,100,RU,1574706723,94,65.85,74.49,8.49,17.02
Benidorm,75,ES,1574706679,63,38.54,-0.13,69.01,5.82
Tayga,100,RU,1574706723,93,64.77,43.49,24.58,9.15
Buala,100,SB,1574706723,83,-8.15,159.59,77.72,3.22
Gambo,50,CF,1574706723,87,4.65,22.26,72.48,1.97
Ninghai,75,CN,1574706723,76,29.29,121.42,52.0,8.95
Ahero,100,KE,1574706723,98,-0.17,34.92,61.05,3.24
Beringovskiy,100,RU,1574706723,94,63.05,179.32,33.19,21.14
Ambulu,5,ID,1574706723,72,-8.35,113.61,80.64,2.98
Luxor,2,EG,1574706724,44,25.7,32.65,75.2,0.72
Hakkari,90,FI,1574706724,92,61.34,23.75,30.99,8.05
Shepsi,0,RU,1574706724,46,44.04,39.15,57.36,4.99
Oistins,40,BB,1574706724,79,13.07,-59.53,84.2,18.34
Baykit,100,RU,1574706725,97,61.68,96.39,-8.07,4.76
Mahanoro,86,MG,1574706725,84,-19.9,48.8,78.49,9.22
Tucuman,92,PE,1574706725,41,-17.17,-70.89,68.41,12.33
Baruun-Urt,94,MN,1574706725,69,46.68,113.28,4.57,6.55
Sai Buri,100,TH,1574706726,97,6.7,101.62,73.0,0.38
Charters Towers,27,AU,1574706726,93,-20.07,146.27,67.39,6.26
Anzio,24,IT,1574706726,82,41.45,12.63,59.0,3.36
El Reno,1,US,1574706688,54,35.53,-97.96,62.01,9.17
Simpang,100,ID,1574706726,95,4.36,96.17,72.91,1.79
Lasa,20,CY,1574706727,52,34.92,32.53,68.0,13.87
Martin,1,US,1574706727,51,36.34,-88.85,63.0,9.17
Jieshi,42,CN,1574706727,77,22.82,115.83,62.67,7.49
Kumluca,100,TR,1574706727,81,36.37,30.29,57.58,11.05
Kem,95,UG,1574706727,79,2.68,33.77,69.55,1.63
Lashio,0,MM,1574706727,93,22.93,97.75,59.32,1.61
Swan River,100,CA,1574706727,82,52.11,-101.27,28.87,9.1
Meadow Lake,75,CA,1574706728,68,54.13,-108.44,28.4,9.17
Terney,0,RU,1574706728,79,45.05,136.61,6.53,7.2
Isangel,98,VU,1574706728,73,-19.55,169.27,74.52,19.01
Yatou,75,CM,1574706728,94,3.63,9.81,80.6,4.12
Micheweni,100,TZ,1574706728,80,-4.97,39.83,82.27,16.78
Kenai,1,US,1574706728,85,60.55,-151.26,17.01,3.36
Uhlove,0,UA,1574706728,82,44.82,33.6,45.95,16.37
Skibbereen,75,IE,1574706549,100,51.55,-9.27,46.4,9.17
Tadine,97,NC,1574706728,74,-21.55,167.88,72.25,12.41
Tongliao,66,CN,1574706728,36,43.61,122.27,21.45,12.3
Mitsamiouli,40,KM,1574706729,83,-11.38,43.28,80.6,4.7
Seydi,91,NE,1574706729,27,13.34,7.75,87.8,4.7
Borogontsy,100,RU,1574706729,98,62.67,131.17,-28.32,2.77
Karpathos,20,GR,1574706609,82,35.51,27.21,62.6,8.28
Loa Janan,0,ID,1574706613,98,-0.58,117.09,74.14,1.81
Morgan City,1,US,1574706729,60,29.7,-91.21,69.01,9.17
Miraflores,75,PE,1574706729,36,-16.39,-71.52,62.6,9.17
Sorong,100,ID,1574706729,98,-0.86,131.25,71.13,1.54
Fuerte Olimpo,40,BR,1574706730,29,-21.04,-57.87,102.45,10.47
Luba,69,PH,1574706730,76,17.32,120.7,74.68,10.0
Marsh Harbour,38,BS,1574706730,62,26.54,-77.06,74.82,5.06
Nikolsk,88,RU,1574706730,78,59.53,45.45,18.99,5.35
Tual,3,ID,1574706730,72,-5.67,132.75,81.63,5.55
Cascais,75,PT,1574706730,100,38.7,-9.42,62.6,4.7
Irkutsk,76,RU,1574706730,77,52.29,104.28,5.0,11.18
Lavrentiya,100,RU,1574706730,83,65.58,-170.99,26.74,23.44
Juegang,91,CN,1574706730,77,32.31,121.18,43.0,9.13
Alice Springs,100,AU,1574706577,23,-23.7,133.88,82.4,8.05
Santo Antonio do Monte,92,BR,1574706463,60,-20.09,-45.29,82.26,1.45
Heidelberg,90,DE,1574706631,100,49.41,8.69,45.0,3.33
Medea,75,DZ,1574706731,77,36.27,2.77,62.6,5.82
Neka,100,IR,1574706731,93,36.65,53.3,37.4,2.24
Sao Joao da Barra,75,BR,1574706731,53,-21.64,-41.05,77.0,9.17
Kyren,99,RU,1574706731,100,51.68,102.13,-9.09,2.35
Gamba,53,CN,1574706731,59,28.28,88.52,24.39,0.94
Redding,1,US,1574706731,28,40.59,-122.39,59.0,11.41
Natal,40,BR,1574706731,62,-5.81,-35.21,87.8,10.29
Gazimurskiy Zavod,100,RU,1574706731,93,51.55,118.33,3.99,3.94
Canyon,1,US,1574706712,25,34.98,-101.92,61.0,11.41
Wanparti,3,IN,1574706732,86,16.36,78.06,67.95,5.21
North Bend,90,US,1574706732,100,43.41,-124.22,46.0,4.7
Meulaboh,100,ID,1574706449,76,4.14,96.13,80.89,6.82
Pingyin,32,CN,1574706732,51,36.28,116.45,36.0,5.08
Mednogorsk,31,RU,1574706732,96,51.41,57.59,11.26,2.26
Hjelset,100,NO,1574706732,77,62.78,7.5,39.2,6.93
Elbistan,9,TR,1574706732,45,38.2,37.19,36.34,6.15
