city,cloudiness,country,date,humidity,lat,lng,max_temp,wind_speed
Bambous Virieux,75,MU,1574454692,88,-20.34,57.76,78.01,6.93
Kulhudhuffushi,78,MV,1574454692,76,6.62,73.07,82.74,8.41
Chalmette,75,US,1574454692,65,29.94,-89.96,80.6,8.05
Bafq,0,IR,1574454693,54,31.6,55.4,46.72,1.48
Altamira,97,BR,1574454693,71,-3.2,-52.21,82.17,1.07
San Luis,58,AR,1574454693,51,-33.3,-66.34,81.61,27.2
Mathathane,100,BW,1574454693,71,-22.27,28.75,75.74,9.48
Mabaruma,12,GY,1574454693,85,8.2,-59.78,80.38,3.04
Ludhiana,100,IN,1574454693,50,30.91,75.85,66.79,7.18
Uthai Thani,11,TH,1574454693,81,15.37,100.05,69.53,4.03
Luderitz,0,NA,1574454694,88,-26.65,15.16,59.02,12.73
Soderhamn,100,SE,1574454454,97,61.3,17.06,37.99,4.0
Vuktyl,99,RU,1574454694,97,63.86,57.31,32.63,11.61
Usuki,81,JP,1574454694,83,33.11,131.8,61.9,9.48
Ambovombe,93,MG,1574454694,95,-25.18,46.09,70.86,5.64
Okhotsk,19,RU,1574454694,71,59.36,143.24,-14.96,15.97
San Patricio,51,PY,1574454694,62,-26.98,-56.83,84.72,9.37
Paulista,27,BR,1574454694,21,-6.6,-37.62,89.15,7.29
Anyang,0,CN,1574454694,65,36.1,114.34,43.59,7.11
Saint-Georges,100,CA,1574454695,100,46.12,-70.67,36.0,14.0
Turukhansk,100,RU,1574454695,97,65.8,87.96,-6.16,10.4
Tessalit,0,ML,1574454695,12,20.2,1.01,72.57,6.89
Craig,90,US,1574454680,88,40.52,-107.55,32.0,8.03
Beaver Dam,1,US,1574454661,49,43.46,-88.84,35.6,3.36
Andapa,100,MG,1574454695,97,-14.66,49.65,66.9,0.72
Kavaratti,80,IN,1574454695,75,10.57,72.64,82.4,7.0
Metro,79,ID,1574454695,86,-5.11,105.31,75.18,2.66
Kalach-na-Donu,0,RU,1574454696,72,48.69,43.52,12.2,4.47
Komsomolskiy,100,RU,1574454696,96,67.55,63.78,23.99,6.87
Champasak,37,LA,1574454696,90,14.89,105.88,65.75,1.43
Wynyard,100,AU,1574454696,95,-40.99,145.73,55.99,1.99
Yeppoon,0,AU,1574454696,68,-23.13,150.74,71.6,5.82
Great Bend,90,US,1574454696,86,38.36,-98.78,30.2,9.17
General Roca,100,AR,1574454696,5,-39.03,-67.58,84.2,14.99
Kalabo,83,ZM,1574454696,73,-15.0,22.67,72.93,5.03
Vilhena,20,BR,1574454605,83,-12.74,-60.15,77.0,5.82
Keti Bandar,100,PK,1574454697,38,24.14,67.45,75.63,13.85
Chicla,100,PE,1574454697,94,-11.71,-76.27,41.11,6.02
Biscarrosse,45,FR,1574454697,1,44.41,-1.18,51.8,5.82
Lata,100,IN,1574454697,87,30.78,78.62,27.48,1.88
Victoria,75,BN,1574454697,94,5.28,115.24,77.0,1.12
Machacamarca,90,BO,1574454697,60,-17.45,-67.6,52.5,6.51
Kaitangata,100,NZ,1574454697,88,-46.28,169.85,51.75,4.99
Dergaon,87,IN,1574454697,94,26.71,93.97,62.6,3.78
Mangrol,100,IN,1574454697,57,25.33,76.51,68.23,4.05
Padang,95,ID,1574454697,96,-0.92,100.36,66.97,3.6
Kattivakkam,90,IN,1574454698,94,13.22,80.32,80.01,3.36
Ranau,75,MY,1574454698,88,5.95,116.67,77.0,5.82
Culebra,0,PA,1574454698,76,9.3,-82.53,86.0,6.15
Nyurba,100,RU,1574454698,97,63.29,118.35,-10.95,5.06
Huoqiu,99,CN,1574454698,92,32.34,116.27,56.89,3.58
Vestmanna,100,FO,1574454699,93,62.16,-7.17,46.4,11.41
Qaqortoq,75,GL,1574454699,49,60.72,-46.03,26.6,2.24
Coahuayana,55,MX,1574454699,55,18.62,-100.35,88.16,0.16
Roald,66,NO,1574454699,70,62.58,6.12,46.99,2.24
Matadi,100,CD,1574454699,92,-5.83,13.46,72.66,2.98
Mogadishu,0,SO,1574454699,80,2.04,45.34,82.2,14.47
Jacareacanga,100,BR,1574454699,90,-6.22,-57.76,74.41,0.89
Havelock,75,US,1574454454,52,34.88,-76.9,66.2,12.75
Rosarito,40,CO,1574454699,77,4.91,-75.23,77.0,4.7
Onokhino,75,RU,1574454699,85,56.92,65.54,23.0,8.95
Dongsheng,100,CN,1574454700,54,29.72,112.52,62.11,6.15
Bowen,1,AU,1574454700,88,-20.01,148.25,72.0,5.82
Vammala,90,FI,1574454700,92,61.34,22.91,33.8,8.05
Zhireken,0,RU,1574454700,90,52.82,117.29,-7.2,5.82
Maputo,75,MZ,1574454700,83,-25.97,32.57,78.8,10.29
Pacific Grove,1,US,1574454694,55,36.62,-121.92,66.99,5.82
Sierra Vista,1,US,1574454617,50,31.55,-110.3,60.01,1.34
Alugan,5,PH,1574454701,84,12.22,125.48,80.96,8.12
Tianmen,74,CN,1574454701,53,30.65,113.16,61.45,3.47
North Bend,1,US,1574454701,71,43.41,-124.22,53.01,1.92
Champerico,40,MX,1574454701,45,16.38,-93.6,87.8,9.17
Cam Ranh,75,VN,1574454701,74,11.92,109.15,78.8,6.93
Otane,67,NZ,1574454701,60,-39.89,176.62,68.0,5.99
Lompoc,20,US,1574454676,45,34.64,-120.46,69.01,11.41
Valley Station,90,US,1574454701,82,33.35,-86.77,71.6,8.05
Buala,92,SB,1574454701,81,-8.15,159.59,80.53,7.81
Stepnogorsk,29,KZ,1574454702,93,52.35,71.88,-2.54,10.07
Chumikan,100,RU,1574454702,90,54.72,135.31,8.08,3.76
Makakilo City,75,US,1574454702,58,21.35,-158.09,84.0,19.46
Kendari,100,ID,1574454702,93,-3.99,122.52,72.52,1.66
Tame,1,CO,1574454702,60,6.46,-71.72,86.49,6.02
Kamenka,100,MD,1574454702,72,48.03,28.7,25.0,12.28
Syamzha,0,RU,1574454702,62,60.02,41.06,18.32,6.44
Mellieha,99,MT,1574454702,67,35.96,14.37,64.0,6.93
Kamaishi,21,JP,1574454702,76,39.28,141.86,42.39,3.29
Luanda,40,AO,1574454702,74,-8.83,13.24,78.8,12.75
Smidovich,100,RU,1574454702,88,48.6,133.81,34.75,16.78
Koroni,35,GR,1574454703,81,36.8,21.96,59.0,4.7
Vestmannaeyjar,100,IS,1574454703,83,63.44,-20.27,46.13,18.63
Nogliki,100,RU,1574454703,85,51.8,143.14,19.13,13.56
Sokolo,0,ML,1574454703,20,14.74,-6.12,83.03,10.94
Scranton,75,US,1574454650,60,41.41,-75.66,46.0,13.87
Saldanha,34,PT,1574454703,84,41.42,-6.55,44.92,19.35
Ust-Kan,8,RU,1574454703,87,50.93,84.77,-12.75,5.88
Port Hedland,34,AU,1574454703,44,-20.31,118.58,78.8,10.29
Namatanai,35,PG,1574454703,76,-3.66,152.44,80.08,5.88
Ballina,75,IE,1574454703,100,54.11,-9.15,45.0,8.05
Listowel,75,CA,1574454704,76,43.73,-80.95,33.01,19.46
Tuatapere,100,NZ,1574454704,82,-46.13,167.69,54.0,1.01
Rochdale,100,GB,1574454704,81,53.62,-2.16,48.0,9.17
Mastic Beach,90,US,1574454704,81,40.77,-72.85,50.0,9.17
Darnah,90,LY,1574454704,57,32.77,22.64,67.01,5.91
Saint-Francois,90,FR,1574454704,58,46.42,3.91,57.2,18.34
Astoria,1,US,1574454704,70,46.19,-123.83,52.0,5.82
Beloha,64,MG,1574454704,94,-25.17,45.06,70.88,6.98
Sayyan,0,YE,1574454704,78,15.17,44.32,53.51,2.55
Chingirlau,0,KZ,1574454704,78,51.09,54.08,15.89,5.61
Shubarshi,0,KZ,1574454705,79,48.59,57.19,10.6,2.71
Japura,100,ID,1574454705,98,-0.42,102.29,73.27,2.62
Linden,20,GY,1574454428,88,6.01,-58.31,80.6,2.24
Mandurah,0,AU,1574454705,72,-32.55,115.7,63.0,13.87
Biltine,91,TD,1574454705,13,14.53,20.93,76.39,11.05
Appleton,5,US,1574454452,50,44.26,-88.41,35.01,6.93
Dodge City,90,US,1574454538,92,37.75,-100.02,30.0,9.17
Acapulco,90,MX,1574454602,88,16.86,-99.88,80.6,8.05
Puerto Suarez,75,BO,1574454705,52,-18.96,-57.8,91.4,4.7
High Prairie,94,CA,1574454706,69,55.43,-116.48,39.97,15.23
Bandarbeyla,0,SO,1574454706,78,9.49,50.81,81.36,19.64
Kudahuvadhoo,15,MV,1574454706,75,2.67,72.89,82.85,10.49
Muros,75,ES,1574454706,81,42.77,-9.06,57.0,13.87
Bo Rai,87,TH,1574454706,60,12.57,102.54,82.0,2.93
Hilton Head Island,1,US,1574454706,60,32.16,-80.75,75.99,6.93
Eau Claire,1,US,1574454622,63,44.81,-91.5,32.0,6.93
Ulaanbaatar,40,MN,1574454668,76,47.92,106.92,-7.6,1.43
Vila Franca do Campo,40,PT,1574454706,88,37.72,-25.43,66.2,19.46
Synya,100,RU,1574454707,98,65.37,58.04,31.17,5.95
Mendi,85,ET,1574454707,68,9.8,35.1,66.83,3.69
Porto Nacional,40,BR,1574454707,55,-10.7,-48.41,87.8,0.87
Nykoping,90,SE,1574454707,100,58.75,17.01,42.8,12.75
Mujiayingzi,100,CN,1574454707,86,42.12,118.78,37.53,1.97
Vao,68,EE,1574454707,49,59.1,26.19,28.35,8.99
Axim,0,GH,1574454707,87,4.87,-2.24,77.5,3.8
Los Llanos de Aridane,40,ES,1574454707,73,28.66,-17.92,69.8,4.7
Imeni Poliny Osipenko,100,RU,1574454708,96,52.42,136.49,16.18,5.3
Shar,95,NG,1574454708,75,7.3,8.73,79.56,4.72
Taksimo,100,RU,1574454708,82,56.36,114.84,-12.95,4.92
Coquimbo,20,CL,1574454708,60,-29.95,-71.34,68.0,13.87
Sabha,0,LY,1574454708,36,27.03,14.43,69.76,11.21
Zhigalovo,100,RU,1574454708,97,54.81,105.15,-2.67,3.04
Filingue,100,NE,1574454708,15,14.35,3.32,85.64,4.0
Dongning,100,CN,1574454708,86,44.06,131.12,31.15,2.91
Yauya,98,PE,1574454708,60,-8.99,-77.29,51.64,5.64
Oslob,59,PH,1574454708,79,9.52,123.43,81.05,14.94
Povenets,99,RU,1574454709,79,62.85,34.83,27.07,6.49
Kihei,20,US,1574454709,65,20.76,-156.45,82.4,18.34
Erdaojiang,100,CN,1574454709,84,41.78,126.03,37.0,6.06
Walla Walla,1,US,1574454709,56,46.06,-118.33,45.0,2.17
Kunming,0,CN,1574454709,87,25.04,102.71,48.2,11.18
Richards Bay,100,ZA,1574454709,88,-28.77,32.06,72.39,11.95
Tirumullaivasal,89,IN,1574454709,73,11.24,79.84,81.66,9.64
Kouroussa,100,GN,1574454709,40,10.65,-9.88,77.38,2.64
Cordoba,22,AR,1574454710,41,-27.78,-67.24,85.57,19.26
Ixtapa,5,MX,1574454710,69,20.71,-105.21,84.0,11.41
Moose Factory,1,CA,1574454710,78,51.26,-80.61,15.8,13.87
